1 -0.158203 -12.045410 33.455566 0.000000 0.000000 0.000000
2 -0.404297 -12.401367 33.622559 -0.241699 -0.527344 1.032715
3 -0.369141 -12.089355 33.499512 -0.197754 -0.527344 0.065918
4 -0.479004 -12.370605 33.622559 -0.351562 -0.834961 0.878906
5 -0.171387 -12.164062 33.464355 0.175781 -0.109863 0.307617
6 -0.171387 -12.164062 33.464355 0.175781 -0.109863 0.307617
7 -0.566895 -12.392578 33.613770 -0.373535 -1.010742 0.944824
8 -0.070312 -12.181641 33.389648 0.241699 0.219726 0.329590
9 -0.694336 -12.247559 33.578613 -0.505371 -1.252441 0.505371
10 -0.369141 -12.080566 33.442383 -0.087891 -0.505371 -0.109863
11 -0.443848 -12.331055 33.574219 -0.175781 -0.703125 0.659179
12 -0.443848 -12.331055 33.574219 -0.175781 -0.703125 0.659179
13 -0.087891 -12.309082 33.345703 0.153809 0.175781 0.637207
14 -0.562500 -12.423340 33.464355 -0.571289 -1.010742 0.988770
15 -0.004395 -12.265137 33.354492 0.065918 0.285644 0.637207
16 -0.703125 -12.273926 33.626953 -0.725098 -1.340332 0.681152
17 -0.703125 -12.273926 33.626953 -0.725098 -1.340332 0.681152
18 0.123047 -12.528809 33.372070 0.285645 0.593262 1.450195
19 -0.672363 -12.344238 33.512695 -0.527344 -1.406250 0.856934
20 -0.096680 -12.572754 33.424805 0.109863 -0.087891 1.625977
21 -0.470215 -12.357422 33.473145 -0.329590 -1.076660 1.032715
22 -0.180176 -12.555176 33.490723 0.021973 -0.549316 1.604004
23 -0.180176 -12.555176 33.490723 0.021973 -0.549316 1.604004
24 -0.654785 -12.234375 33.521484 -0.285645 -1.889647 0.593262
25 -0.136230 -12.581543 33.446777 0.417480 -0.922852 1.516113
26 -0.448242 -11.904785 33.459961 0.659180 -2.219238 -0.395508
27 -0.496582 -12.225586 33.591797 0.988770 -2.790527 0.505371
28 -0.496582 -12.225586 33.591797 0.988770 -2.790527 0.505371
29 0.017578 -12.089355 33.270996 2.241211 -2.087402 0.175781
30 -0.522949 -12.032227 33.446777 2.482910 -4.372559 0.043945
31 0.123047 -11.860840 33.367676 4.416504 -3.757324 -0.373535
32 -0.588867 -11.882812 33.556641 4.812012 -6.965332 -0.395508
33 0.250488 -10.880859 33.670898 9.316406 -7.844238 -3.120117
34 0.250488 -10.880859 33.670898 9.316406 -7.844238 -3.120117
35 -0.870117 -11.157715 34.075195 9.843750 -12.700195 -2.241211
36 1.098633 -11.285156 33.574219 13.886719 -10.173340 -1.669922
37 -0.333984 -10.766602 34.048828 14.062500 -15.600586 -3.142090
38 0.909668 -11.232422 33.987305 16.083984 -14.392090 -0.812988
39 0.909668 -11.232422 33.987305 16.083984 -14.392090 -0.812988
40 0.470215 -11.408203 33.890625 16.083984 -16.787109 -0.021973
41 1.520508 -11.610352 33.604980 18.017578 -15.534668 1.318359
42 0.817383 -11.557617 33.732422 17.863770 -18.522949 1.362306
43 2.671875 -12.001465 33.055664 20.522461 -15.314941 4.152832
44 1.155762 -10.981934 33.055664 20.830078 -20.852051 1.647949
45 1.155762 -10.981934 33.055664 20.830078 -20.852051 1.647949
46 1.467773 -11.091797 33.104004 21.401367 -20.632324 2.329102
47 1.195312 -11.148926 33.090820 21.335449 -21.862793 2.592773
48 1.652344 -11.289551 33.029297 22.038574 -21.093750 3.383789
